term	ttf	df
mil 	93609684	6620623
proved 	93565775	6888647
compensation 	93553472	4652923
sort 	93546301	7518181
profit 	93469501	6500165
comparison 	93436476	6965906
念 	93424526	1116214
salt 	93399964	5366962
mu 	93388748	6894587
门 	93356093	670209
absence 	93348514	7741385
suit 	93308658	6662998
にし 	93267127	525473
leading 	93265606	7301023
cor 	93239076	8337753
jesus 	93191840	4145987
ihren 	93129474	1965382
events 	93104067	6485031
nine 	93089291	7596542
dc 	93079697	4879872
教育 	93059916	757815
processes 	93045456	5521523
fallen 	92983400	6537770
relating 	92898216	5989272
offer 	92814788	7224273
かし 	92812317	505746
1907 	92811107	4855784
bulletin 	92804800	5071401
pieces 	92801877	6984358
allfields:2 	92784613	7163592
allfieldsProper:2 	92784613	7163592
いか 	92773331	506841
jones 	92718800	5424975
195 	92705908	10745697
mismo 	92689167	1255044
仁 	92672467	1058861
169 	92665577	11136071
hans 	92658393	3873408
rome 	92658097	5263406
numero 	92650705	3046770
oi 	92600323	6430568
foundation 	92599332	6571953
164 	92441184	11086734
intended 	92404427	7046256
mot 	92401719	3411412
eft 	92390334	1121334
actions 	92363544	6722541
hear 	92297939	5507995
environment 	92284093	4937533
且 	92188571	972776
供 	92180567	1098467
段 	92180394	1073918
205 	92154758	10431793
respectively 	92148029	5975976
政府 	92054316	777381
impossible 	92035217	8106534
suggested 	92028461	7023163
運 	92012020	828412
類 	92011341	860320
首 	92003917	1102649
192 	91993433	10704082
打 	91992995	1105569
你 	91974670	520249
preparation 	91866069	7336646
concentration 	91862344	4891272
ョ 	91823536	615155
parents 	91804527	5764898
1905 	91786545	5073360
172 	91751589	11061536
frequently 	91723875	6974632
cd 	91716872	4880915
nacional 	91670864	1881711
easy 	91652989	7184596
extension 	91644387	7219824
1938 	91640095	5029600
査 	91629448	783629
依 	91612600	1084523
約 	91602617	856808
usual 	91584360	7275116
equation 	91561256	2719720
remains 	91545425	7456146
investigation 	91538961	6218859
にも 	91534172	510444
proportion 	91494867	7360573
file 	91486722	5395903
cr 	91481988	5137509
1909 	91429910	4873858
floor 	91428315	5732255
statute 	91426023	2657778
season 	91413320	5225681
sic 	91403402	4666903
nem 	91358677	2407301
投 	91347518	1070273
1921 	91331412	4834152
completed 	91329333	7016460
无 	91326786	524431
十一 	91319937	1022142
supplies 	91305589	5494387
kingdom 	91298495	4709428
176 	91293286	10986035
700 	91269167	7651122
grace 	91189860	5941318
书 	91141933	498550
decided 	91115989	6490035
urban 	91113359	4384740
177 	91110506	11069673
highest 	91072919	7303579
1937 	91059844	4971252
173 	91057411	10999251
measured 	90998567	5791157
vida 	90977899	2138126
風 	90965678	867092
気 	90882896	564814
speak 	90863804	5990334
ende 	90841706	2885703
picture 	90795119	6650476
199 	90764128	10588599
cada 	90736763	1757491
columbia 	90680019	4698793
rue 	90674771	3705873
cela 	90615423	2338544
pierre 	90614861	4328726
і 	90612276	351227
petition 	90578149	3575438
erst 	90534735	2082733
說 	90513378	473444
connected 	90496252	6583735
状 	90471903	934531
aller 	90466014	3583022
術 	90465980	821988
lack 	90438899	7361112
188 	90417176	10692704
1929 	90382155	5041190
hot 	90339390	6479181
203 	90331088	10359054
smaller 	90282414	7033484
215 	90250074	10280373
indicate 	90236050	7214403
native 	90168949	6004254
yang 	90109656	1088874
steam 	90078050	3839709
num 	90071646	6358044
画 	90036667	974627
secondary 	90006646	5645135
named 	89999851	6258132
止 	89966202	1120286
holding 	89950889	6632369
1935 	89947045	5096627
drug 	89914486	3087655
의 	89893731	64503
references 	89893486	5805684
rien 	89849658	2729307
県 	89841943	470695
1936 	89807646	5033629
previously 	89799217	6983085
greatest 	89768321	7226333
married 	89766028	4254785
mining 	89728395	4078295
藤 	89655720	986835
tables 	89628669	7343967
του 	89618905	133916
deja 	89616685	2733911
manufacturing 	89588718	4029363
吉 	89581147	1078783
inch 	89575866	4262997
ion 	89520673	6142947
establish 	89515412	6883441
depth 	89429589	5567426
質 	89421501	818654
juan 	89415516	3545257
pendant 	89405693	2791171
1908 	89398098	4887899
של 	89360849	87417
益 	89342876	1082000
teacher 	89335658	4177467
cultural 	89297207	4947017
型 	89255189	1004091
negative 	89253255	6817452
183 	89235047	10924341
anti 	89232877	7453436
174 	89225164	10865830
1946 	89210442	4910419
quam 	89208917	1689541
0.1 	89184016	3526689
350 	89154331	8966205
grain 	89103724	5209290
latin 	89087709	5682746
moi 	89038003	2918106
jetzt 	89021555	1774269
sen 	88993457	8019161
善 	88986548	1119178
represented 	88983661	7105479
authorized 	88964951	3702478
leben 	88963074	2228528
electrical 	88939826	3619275
medicine 	88930398	4803222
copper 	88881041	3977777
182 	88879301	10795558
looked 	88866224	5759516
製 	88860808	796433
agree 	88806137	6771819
189 	88773475	10839799
allfields:ou 	88753855	1396993
allfieldsProper:ou 	88753825	1396973
habia 	88724892	1008677
193 	88703075	10641929
bi 	88683201	6955834
1906 	88674969	4854938
230 	88602534	10060164
1933 	88584101	5027170
dieu 	88505814	2128662
samples 	88495902	3684919
experiment 	88483336	5635948
1915 	88446876	4681901
179 	88426743	10915386
possession 	88380563	5873170
permit 	88346912	7019092
municipal 	88329374	4492468
pag 	88308160	2319579
critical 	88291257	6495442
失 	88212882	1106743
187 	88202737	10884872
源 	88060003	1102521
advanced 	88056224	6724003
providing 	88008762	6301507
quarter 	87964097	6133764
etwa 	87901260	1748377
歌 	87843417	1048917
projects 	87837148	4817864
臣 	87823568	1007049
carbon 	87795988	3400598
ought 	87795331	5076065
finance 	87788543	4259538
worked 	87783170	6670050
voice 	87773601	5179762
seinem 	87712839	1820999
论 	87711145	314680
closed 	87677361	6770592
184 	87629242	10757679
looking 	87601031	6618425
守 	87591677	1124356
lassen 	87560108	2121912
sol 	87544743	6870008
春 	87539330	1111227
speech 	87520238	4936189
machinery 	87515456	4528533
editor 	87499531	5339962
のよ 	87498398	483641
178 	87462984	10867968
numerous 	87450278	6956148
lie 	87405863	9129161
照 	87371218	1108321
discharge 	87354501	4266344
britain 	87348048	4682744
则 	87319583	636305
бы 	87289999	636602
institution 	87289185	6540956
1901 	87213982	4942206
sit 	87185669	7071038
述 	87085275	1066250
whatever 	87035867	6589979
編 	87023262	876954
jury 	86992086	3025326
つて 	86962431	493175
tube 	86952357	3543649
ice 	86941985	5752825
province 	86913277	5209265
しい 	86859320	514460
correct 	86857297	7341857
prove 	86856666	7751379
昭和 	86831103	528165
traffic 	86829408	4002395
alles 	86803422	2442059
0.5 	86742252	3652617
administrative 	86704075	4778197
ore 	86700808	4866964
帝 	86650978	1052613
requires 	86650867	6723433
算 	86592419	1052562
211 	86551741	10177381
222 	86551325	10285137
performed 	86549642	6402919
successful 	86502923	6889900
推 	86448943	1103842
liquid 	86425069	3893000
int 	86391584	3895387
1.0 	86387362	3972102
permanent 	86375900	7276062
storage 	86297235	4199008
michael 	86286235	5392651
learning 	86273481	5396583
quel 	86246630	2692121
印 	86233498	1157275
服 	86173898	1097641
techniques 	86172119	4719898
pennsylvania 	86162002	4152604
italy 	86154307	4482145
על 	86148178	91589
197 	86138830	10661538
舞 	86127521	1093973
chinese 	86116101	3647085
bo 	86097368	7052712
的な 	86093887	455488
creek 	86091971	2795244
affected 	86079692	6778934
limit 	86065034	6609310
布 	86043450	1129168
map 	85998583	5150415
whereas 	85957399	6166006
味 	85947540	1082823
او 	85941921	347699
changed 	85917426	7599138
directed 	85846592	6771319
186 	85829030	10629291
ancient 	85792009	5245106
sugar 	85783883	4230581
1934 	85712739	4903624
pc 	85640425	2776430
對 	85557981	510595
196 	85471748	10561046
trouve 	85441692	1941435
engaged 	85440388	6156085
第二 	85419753	985606
choice 	85358466	6897780
zwar 	85344005	1804877
説 	85290660	677819
slightly 	85257290	6478077
mort 	85248497	3094465
207 	85224299	10280184
exercise 	85136950	5806821
neue 	85101531	2753349
regions 	85052509	6249489
falls 	84997406	7616694
んて 	84969925	510211
weise 	84958951	1984999
204 	84957050	10202743
問題 	84948805	603923
良 	84938116	1122160
198 	84907858	10557485
percentage 	84873433	5064525
impact 	84869524	4496322
久 	84852653	1135349
完 	84834251	1082526
loans 	84824117	2894747
1941 	84812756	4752377
1916 	84800414	4574016
1931 	84699590	4959038
premiere 	84691436	2479510
documents 	84654439	5971163
ェ 	84624276	605111
典 	84612275	1102496
功 	84551950	1098854
occurred 	84534614	6649098
waste 	84530033	5501759
structures 	84513699	5225678
amounts 	84512132	5680734
height 	84476172	5668852
favor 	84451385	5650681
便 	84431708	1097416
1903 	84345471	4792656
ley 	84330537	3887186
otros 	84322367	1271231
horse 	84316278	5049995
備 	84315422	835887
dessen 	84303995	1861621
213 	84300812	10161792
mem 	84300181	6362050
yellow 	84277119	4820823
2002 	84225094	1996369
叫 	84224934	1049504
event 	84205944	6624517
208 	84144976	10175266
evaluation 	84135934	4239526
collected 	84133691	6783669
计 	84112641	491161
canadian 	84070579	3438851
ソ 	83987083	594432
families 	83981629	5652868
lange 	83946521	3426500
australia 	83945795	3713128
mann 	83917478	5016349
应 	83915363	371691
話 	83893131	792245
representative 	83848655	6429611
206 	83842546	10108310
1.5 	83820836	5068117
brother 	83748645	4568902
walter 	83743016	5960223
sci 	83643142	3703161
ante 	83618809	4693731
nichts 	83591908	1795364
并 	83565975	655489
else 	83552320	6756696
relatively 	83541324	5731253
文化 	83534641	862504
representatives 	83524952	5179152
donde 	83504341	1569845
ャ 	83495961	590607
created 	83473323	6736220
ie 	83469197	6474116
access 	83325371	5758443
esse 	83276601	2785035
ك 	83212339	336045
increases 	83183546	5523046
两 	83154144	634154
derived 	83148055	6592504
republic 	83097281	4321020
1904 	83042249	4790594
194 	83029104	10443248
instruction 	83022912	5378314
responsible 	83003576	6734613
还 	83000038	341722
monde 	82974937	2860579
gone 	82952169	6386377
员 	82950225	545339
律 	82932234	1072388
interior 	82916925	6268742
teil 	82911603	2054465
xv 	82898434	7641629
см 	82856045	711340
puede 	82815142	1168283
soviet 	82778835	2027578
とこ 	82770430	490477
express 	82761152	7051207
besonders 	82752828	1804234
understanding 	82751321	6843720
bottom 	82737032	6198921
lee 	82698846	6314268
209 	82654201	10225477
pattern 	82643940	5928807
j'ai 	82631360	1707203
advantage 	82618046	6898254
落 	82572695	1116416
β 	82571323	169104
1928 	82565639	4841725
route 	82543842	5925370
域 	82541131	1059424
signed 	82518092	5216370
submitted 	82516980	5694716
1902 	82491069	4766454
めて 	82475903	509683
extra 	82455508	8095476
经济 	82435608	178817
siecle 	82409873	2189336
jedoch 	82403827	1697557
plain 	82307412	6343845
boy 	82276086	5337511
e.g 	82246075	4317960
bear 	82207464	7253440
employee 	82203869	3311294
start 	82168362	7030479
aspects 	82158853	6642846
1922 	82117819	4727930
regulation 	82111742	4422508
園 	82079424	861368
train 	82077470	6399010
ea 	82054787	5448772
lit 	82022746	6727108
221 	81991642	10050134
scene 	81907890	6156165
sem 	81854548	4180988
sc 	81814101	5510941
vessels 	81789299	3779264
屋 	81782314	1074260
opening 	81741294	6704649
ころ 	81728742	484218
extended 	81709387	7175690
ray 	81671470	5437782
項 	81650405	819784
detail 	81617278	8507059
260 	81606769	9362387
認 	81580194	823707
engineer 	81550778	3780491
studied 	81526778	6245552
charged 	81512139	5785619
1.1 	81494312	5619350
md 	81464253	3967807
stress 	81450426	4997546
mines 	81428305	4765064
wilson 	81424909	5358025
excellent 	81387976	7208094
appearance 	81372540	6455315
sino 	81366048	2406941
williams 	81358299	5045132
fresh 	81343957	6201060
1925 	81321364	4950056
geschichte 	81315983	2460256
signal 	81246183	5274434
diseases 	81185417	3660630
wrote 	81182410	5116472
arthur 	81162645	5500006
corresponding 	81151368	5812668
density 	81141630	3224140
publications 	81137086	6335658
corn 	81117000	4769226
maintain 	81088601	6782968
ring 	81084944	7005099
policies 	80975734	3829231
间 	80944229	578255
owned 	80940167	4749866
十二 	80900137	1010848
menschen 	80835430	1873295
とす 	80835319	514923
procedures 	80833514	4345702
exist 	80828752	7154146
commissioner 	80826066	3037561
發 	80801458	509792
pt 	80787325	4523955
ها 	80780147	342795
农 	80765046	499519
福 	80763789	1091909
216 	80757178	9937194
attorney 	80711978	2741841
casa 	80677901	2745686
sector 	80671030	3217763
工作 	80601169	646629
1927 	80592724	4776925
半 	80592023	1105465
comment 	80586455	6277777
recorded 	80544346	6406715
cote 	80447338	2696927
canal 	80388022	4693983
ref 	80369949	2959721
均 	80358811	1045915
1932 	80353510	4862622
lt 	80326219	5224861
search 	80324434	6630038
authorities 	80323172	5361356
chi 	80248817	4817503
lu 	80240018	6806577
bull 	80215676	4915117
nam 	80192822	3855750
望 	80142394	1135264
task 	80140017	6488971
pur 	80130195	7243824
deposits 	80116337	3301213
一九 	80109724	808514
ни 	80104841	930444
definition 	80096673	6716213
km 	80069664	4048693
uses 	80023061	6904672
image 	79951258	5583809
三十 	79912770	989175
در 	79911173	275733
消 	79871215	1088439
loro 	79862218	1059941
degli 	79858978	1319504
marie 	79817217	4536311
sides 	79803046	6580465
antonio 	79722740	4011706
freedom 	79666248	6002755
minor 	79655311	7466957
xiv 	79650030	7316328
scheme 	79616711	5434218
224 	79605874	10028281
病 	79597787	1072585
protein 	79596561	1496554
wave 	79583119	4422100
內 	79580201	633037
reach 	79570730	7364880
herr 	79547820	2523251
致 	79547017	1108951
税 	79540958	788806
evening 	79518228	5182491
列 	79510651	1138596
jurisdiction 	79496675	3242919
entry 	79490729	5164545
load 	79444275	4578133
они 	79441189	697922
crop 	79432274	3613980
东 	79411694	462344
testing 	79406456	4609169
母 	79379665	1101038
arch 	79314073	4913897
го 	79256060	1003887
214 	79247504	9954907
済 	79227103	559812
estimate 	79200956	5756415
את 	79199456	87696
terre 	79180182	3309736
engine 	79176363	3383826
iowa 	79124351	2929657
drei 	79109768	2130352
aa 	79072883	6030061
paragraph 	79048880	3959281
ella 	78964153	2616205
senor 	78944650	1290632
tiene 	78935366	1604411
puis 	78928094	2011910
divided 	78914653	7343984
offices 	78861839	5714106
models 	78847115	4477418
occurs 	78838468	5868003
block 	78782609	6126605
gain 	78773884	7144431
vs 	78766647	5257108
235 	78734977	9952139
1926 	78719317	4737511
以上 	78645566	1026030
contain 	78625019	6940268
inst 	78624570	3226274
का 	78606553	96669
らな 	78541945	482681
设 	78517199	526496
jest 	78513321	1405372
船 	78481474	1065344
plane 	78464137	5790758
criminal 	78453591	3898619
没 	78434594	845096
appendix 	78416178	4835095
郡 	78406267	915638
prima 	78387265	3821261
payments 	78331235	3351129
camp 	78268233	5466858
dam 	78259804	5164872
excess 	78253027	5488141
seed 	78251943	4042144
gut 	78250222	3272667
圆 	78229925	573057
captain 	78222260	3575979
vez 	78190305	1798261
decisions 	78113592	5181485
assessment 	78029644	3884461
217 	78028755	10121313
myself 	77980485	4593642
fifty 	77972814	6061158
境 	77967783	1078316
223 	77951936	10114631
bearing 	77950383	6511173
際 	77827332	800013
advance 	77825195	6645849
cast 	77819233	6154724
remained 	77785563	6510068
allfields:uva 	77776348	1344484
allfieldsProper:uva 	77776222	1344385
οι 	77768003	145364
まし 	77731235	489629
francais 	77664318	2356206
材 	77653159	1068633
ag 	77637404	5508531
technique 	77636916	4964784
